Date,Open,High,Low,Close,Volume
1999-03-01,123.65625,124.3125,122.375,123.90625,7607200
1999-03-02,124.5,125.3125,122.3125,122.8125,9651500
1999-03-03,123.09375,123.5625,121.78125,123.46875,7881400
1999-03-04,124.0625,125.484375,123.265625,125.03125,8256400
1999-03-05,127.5,128.125,126.5625,127.546875,10703100
1999-03-08,128.28125,128.796875,127.25,128.375,4802200
1999-03-09,128.125,129.9375,127.75,128.0625,7893400
1999-03-10,128.46875,129.25,127.78125,129.1875,3950000
1999-03-11,129.6875,131.1875,128.875,130.625,6583700
1999-03-12,131.0,131.03125,129.21875,129.375,5286500
1999-03-15,129.9375,131.25,129.5,131.21875,5394400
1999-03-16,131.125,131.65625,130.46875,130.71875,4547500
1999-03-17,130.6875,130.9375,129.625,130.15625,4524100
1999-03-18,129.78125,132.375,129.75,132.25,3506300
1999-03-19,132.3125,132.625,129.6875,129.6875,5526700
1999-03-22,130.0625,130.59375,129.421875,129.9375,4603800
1999-03-23,129.3125,129.53125,125.703125,126.1875,9713800
1999-03-24,126.84375,127.171875,125.625,126.90625,6280900
1999-03-25,128.0625,129.5,127.75,129.5,6639600
1999-03-26,128.625,129.125,127.71875,128.5625,6159700
1999-03-29,129.15625,131.4375,129.15625,131.15625,5863900
1999-03-30,129.9375,131.21875,129.5625,130.46875,5401400
1999-03-31,131.15625,131.609375,128.3125,128.375,7413600
1999-04-01,129.6875,129.6875,128.125,129.34375,7683600
1999-04-05,130.9375,132.59375,130.25,132.40625,5791100
1999-04-06,132.1875,132.984375,131.15625,132.09375,5381300
1999-04-07,132.6875,133.375,131.375,133.15625,6248600
1999-04-08,133.1875,134.9375,132.28125,134.84375,5909100
1999-04-09,134.4375,135.5,133.59375,134.875,4365800
1999-04-12,133.46875,136.40625,133.21875,136.3125,8213200
1999-04-13,136.25,136.46875,134.5,135.4375,10071400
1999-04-14,136.0625,136.0625,132.6875,133.15625,11551700
1999-04-15,133.4375,133.5625,131.0,132.65625,11150000
1999-04-16,132.90625,132.90625,131.1875,131.53125,6476200
1999-04-19,132.6875,134.53125,128.375,129.5,12487200
1999-04-20,129.8125,131.1875,129.0,131.125,9049600
1999-04-21,131.0625,135.625,130.40625,134.875,5772200
1999-04-22,135.125,136.375,134.390625,136.15625,6897400
1999-04-23,135.875,136.75,135.0,135.8125,4593100
1999-04-26,136.5,136.8125,135.46875,136.59375,3606500
1999-04-27,137.125,137.5,135.84375,137.25,5147200
1999-04-28,136.4375,137.25,135.0,135.375,5544300
1999-04-29,135.5625,136.0625,133.8125,134.34375,9824300
1999-04-30,135.09375,135.625,131.5,133.25,10991900
1999-05-03,133.4375,135.84375,133.09375,135.6875,10709700
1999-05-04,135.125,135.8125,133.125,133.75,10509300
1999-05-05,133.9375,135.0625,131.84375,134.8125,10032300
1999-05-06,134.4375,135.125,132.375,133.984375,13507200
1999-05-07,134.5,135.125,133.4375,135.0,8680700
1999-05-10,134.84375,135.71875,133.53125,134.328125,5580100
1999-05-11,135.3125,136.875,134.71875,135.6875,7000600
1999-05-12,135.75,137.21875,131.5,136.75,13865800
1999-05-13,137.25,138.0,136.8125,137.34375,4485700
1999-05-14,134.5625,135.875,133.5,133.78125,8370100
1999-05-17,133.625,134.484375,132.375,134.1875,6268100
1999-05-18,134.53125,134.984375,132.625,133.9375,8218600
1999-05-19,134.46875,135.0,133.25,134.90625,5052400
1999-05-20,135.125,135.59375,134.0625,134.09375,4670400
1999-05-21,134.125,134.6875,132.59375,133.34375,6418200
1999-05-24,133.84375,133.84375,130.390625,131.125,7952000
1999-05-25,131.375,132.34375,128.4375,129.0,15406400
1999-05-26,129.3125,131.0,128.09375,130.4375,12575900
1999-05-27,129.84375,130.28125,128.0,128.5625,14515400
1999-05-28,129.0,130.75,128.59375,130.203125,8748000
1999-06-01,130.125,130.15625,128.375,129.75,6705300
1999-06-02,129.75,130.1875,128.015625,129.875,6981900
1999-06-03,130.6875,130.875,129.78125,130.59375,6076600
1999-06-04,131.46875,133.359375,130.9375,133.21875,9787200
1999-06-07,133.4375,134.1875,132.90625,133.5625,5299100
1999-06-08,133.375,133.796875,131.59375,132.25,4895700
1999-06-09,132.40625,133.09375,131.8125,132.125,7409700
1999-06-10,131.4375,131.46875,129.59375,130.90625,7040700
1999-06-11,131.21875,132.21875,129.09375,129.8125,12824800
1999-06-14,130.6875,130.75,129.546875,129.9375,6823500
1999-06-15,130.46875,131.65625,130.078125,130.8125,5700900
1999-06-16,132.375,133.875,132.375,133.3125,7865800
1999-06-17,132.875,135.5625,132.625,134.5625,8162800
1999-06-18,134.0625,134.6875,133.375,134.3125,2875100
1999-06-21,134.46875,135.25,133.65625,134.625,4646400
1999-06-22,134.0,135.1875,133.5,133.6875,5862400
1999-06-23,133.0,133.625,132.125,133.03125,9629200
1999-06-24,132.875,132.9375,130.65625,132.03125,9176900
1999-06-25,132.59375,133.015625,131.25,131.703125,4087000
1999-06-28,132.6875,133.625,132.5,133.3125,5028900
1999-06-29,133.0,135.1875,132.78125,134.5625,6956200
1999-06-30,134.625,137.5,133.84375,137.0,16856100
1999-07-01,137.0,138.5,136.0625,138.03125,9939500
1999-07-02,138.125,139.5,137.90625,139.40625,3772800
1999-07-06,139.25,140.75,138.59375,139.375,11221100
1999-07-07,139.0625,139.71875,138.515625,139.5625,3230700
1999-07-08,139.0625,140.625,138.75,139.671875,7101500
1999-07-09,140.0,140.59375,139.5625,140.5,2976800
1999-07-12,140.9375,140.9375,139.5,139.875,4436300
1999-07-13,139.375,139.921875,138.65625,139.375,6477600
1999-07-14,140.0,140.21875,138.75,140.15625,4382500
1999-07-15,140.78125,141.375,140.3125,141.046875,3348600
1999-07-16,141.25,142.15625,140.75,141.8125,2281500
1999-07-19,142.1875,142.25,140.5625,140.875,4287000
1999-07-20,140.125,140.40625,137.53125,137.984375,7060100
1999-07-21,138.09375,138.90625,137.3125,137.828125,4793700
1999-07-22,137.4375,138.0,135.46875,136.015625,7804100
1999-07-23,136.65625,137.0,135.125,135.75,4603000
1999-07-26,134.875,136.125,134.625,134.75,4333400
1999-07-27,136.0,137.203125,135.375,135.875,5908500
1999-07-28,136.25,137.3125,135.59375,136.3125,3955500
1999-07-29,134.9375,135.25,133.3125,134.40625,7760600
1999-07-30,134.8125,135.34375,132.5625,132.75,5994300
1999-08-02,132.75,134.75,132.5,133.0625,6065500
1999-08-03,133.71875,133.84375,131.375,132.4375,5445400
1999-08-04,132.71875,133.875,130.4375,130.625,6497900
1999-08-05,130.875,131.9375,128.84375,131.8125,10322000
1999-08-06,131.21875,132.0,129.5,130.375,7537700
1999-08-09,130.59375,131.796875,129.75,130.09375,5565900
1999-08-10,129.875,130.15625,127.0,128.65625,9793300
1999-08-11,129.6875,130.53125,128.625,130.21875,8003400
1999-08-12,130.6875,131.8125,129.90625,130.140625,7036800
1999-08-13,131.625,133.25,131.125,133.15625,5857700
1999-08-16,133.125,133.96875,132.25,133.75,3927000
1999-08-17,134.4375,134.84375,133.125,134.625,4808000
1999-08-18,134.203125,134.375,133.25,133.65625,4355500
1999-08-19,132.375,133.234375,131.6875,132.5625,6448100
1999-08-20,133.0625,134.125,132.6875,133.90625,3663700
1999-08-23,134.8125,136.546875,134.65625,136.46875,5637800
1999-08-24,136.0625,137.96875,135.375,136.96875,9279500
1999-08-25,137.1875,138.78125,136.15625,138.375,6005300
1999-08-26,138.28125,138.421875,136.5,136.71875,4322300
1999-08-27,136.875,137.0625,135.0625,135.0625,6247400
1999-08-30,135.34375,135.5,132.0,132.5625,4652000
1999-08-31,132.9375,133.75,130.875,132.0625,11453700
1999-09-01,132.9375,133.734375,132.3125,133.6875,6863900
1999-09-02,132.125,132.671875,130.65625,132.109375,10896300
1999-09-03,134.875,136.5,134.6875,135.96875,9160800
1999-09-07,136.0625,136.625,135.21875,135.46875,4560800
1999-09-08,134.84375,136.0625,134.03125,134.8125,6159600
1999-09-09,134.75,135.25,133.6875,134.75,6177800
1999-09-10,136.25,136.359375,134.9375,135.875,2934500
1999-09-13,135.125,135.46875,134.5,134.953125,2320500
1999-09-14,134.0625,134.5625,133.375,134.0625,3736000
1999-09-15,135.4375,135.4375,131.875,131.9375,6984500
1999-09-16,132.5,132.8125,130.3125,132.453125,15377600
1999-09-17,132.625,133.9375,132.15625,133.75,8542300
1999-09-20,133.9375,134.0,133.09375,133.5625,2803900
1999-09-21,132.25,132.46875,130.15625,130.75,9335200
1999-09-22,131.25,131.84375,129.75,130.609375,13009100
1999-09-23,131.8125,131.8125,127.625,127.875,12204100
1999-09-24,127.75,128.375,126.3125,127.75,13792900
1999-09-27,128.75,129.75,128.28125,128.59375,6970300
1999-09-28,127.9375,128.8125,125.5625,128.34375,11063400
1999-09-29,128.4375,129.125,126.75,126.8125,7580300
1999-09-30,127.4375,129.4375,126.96875,128.75,7498900
1999-10-01,127.9375,128.5625,126.625,128.46875,11127100
1999-10-04,129.1875,130.875,128.75,130.75,6341600
1999-10-05,130.71875,131.96875,128.6875,130.625,11976000
1999-10-06,130.75,132.8125,130.6875,132.625,10308200
1999-10-07,132.859375,133.0,131.5,131.875,6535600
1999-10-08,131.75,133.875,131.234375,133.875,9674300
1999-10-11,133.59375,134.125,133.3125,133.65625,4282000
1999-10-12,133.125,133.3125,131.1875,131.59375,8686100
1999-10-13,130.6875,131.3125,128.1875,128.1875,10469300
1999-10-14,128.484375,129.1875,126.75,128.15625,10562200
1999-10-15,126.0,126.75,124.5,124.875,14238700
1999-10-18,124.9375,125.9375,123.4375,125.78125,9758800
1999-10-19,127.1875,128.25,125.9375,127.0,14392900
1999-10-20,127.75,129.46875,127.125,128.25,9759400
1999-10-21,127.21875,129.0,126.625,129.0,9105400
1999-10-22,129.75,131.21875,129.5625,130.09375,8309600
1999-10-25,129.3125,130.46875,128.75,129.4375,8114300
1999-10-26,130.1875,130.6875,127.8125,127.8125,6256300
1999-10-27,128.375,130.3125,128.25,130.125,5433300
1999-10-28,132.4375,134.859375,132.1875,134.5625,10509700
1999-10-29,135.84375,137.6875,135.71875,137.0,10988600
1999-11-01,136.5,137.0,135.5625,135.5625,4006500
1999-11-02,135.96875,137.25,134.59375,134.59375,6516900
1999-11-03,136.0,136.375,135.125,135.5,7222300
1999-11-04,136.75,137.359375,135.765625,136.53125,7907500
1999-11-05,138.625,139.109375,136.78125,137.875,7431500
1999-11-08,137.0,138.375,136.75,138.0,4649200
1999-11-09,138.5,138.6875,136.28125,136.703125,4533700
1999-11-10,136.25,138.390625,136.078125,137.71875,6405600
1999-11-11,138.1875,138.5,137.46875,138.5,4794100
1999-11-12,139.25,139.984375,137.125,139.75,11802900
1999-11-15,139.84375,140.25,139.40625,140.078125,2187500
